account-seq,bureau-code,treasury-code,account_name,account-deleted
0,60,13-0558,Incentive Auction Relocation Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS—DEPARTMENT OF COMMERCE,N
0,SP,,GENERAL PROVISIONS,N
0,00,17-143517,"General Fund Proprietary Interest Receipts, not Otherwise Classified, Navy",N
0,00,17-304117,"Recoveries under the Foreign Military Sales Program, Navy",N
0,00,17-321017,"General Fund Proprietary Receipts, not Otherwise Classified, Navy",N
0,00,17-388517,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Navy",N
0,00,17-518510,"Payment from the General Fund, Kaho'olawe Island Fund",N
0,00,21-278230,"Arms Initiative, Downward Reestimates of Subsidies",N
0,00,21-301900,Recoveries for Government Property Lost or Damaged,N
0,00,21-304121,"Recoveries under the Foreign Military Sales Program, Army",N
0,00,21-321021,"General Fund Proprietary Receipts, not Otherwise Classified, Army",N
0,00,21-388521,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Army",N
0,00,21-509810,"Restoration of the Rocky Mountain Arsenal, Army",N
0,00,21-575210,"Donations and Collections, Department of Defense Korean War Commemoration Fund",N
0,00,57-143557,"General Fund Proprietary Interest Receipts, not Otherwise Classified, Air Force",N
0,00,57-304157,"Recoveries under the Foreign Military Sales Program, Air Force",N
0,00,57-321057,"General Fund Proprietary Receipts, not Otherwise Classified, Air Force",N
0,00,57-388557,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Air Force",N
0,00,97-184000,Rent of Equipment and Other Personal Property,N
0,00,97-223600,Sale of Certain Materials in National Defense Stockpile,N
0,00,97-246200,Deposits for Survivor Annuity Benefits,N
0,00,97-264400,Defense Vessel Transfer Receipt Account,N
0,00,97-265197,Sale of Scrap and Salvage Materials,N
0,00,97-276110,"Family Housing Improvement Fund, Negative Subsidies",N
0,00,97-276130,"Family Housing Improvement Fund, Downward Reestimates of Subsidies",N
0,00,97-277230,"Defense Export Loan Guarantee, Downward Reestimates of Subsidies",N
0,00,97-304197,"Recoveries under the Foreign Military Sales Program, Defense Agencies",N
0,00,97-321097,"General Fund Proprietary Receipts, not Otherwise Classified, Defense Agencies",N
0,00,97-388597,"Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts, Defense Agencies",N
0,00,97-518710,"Defense Cooperation, Department of Defense-Military",N
0,00,97-518720,"Earnings on Investments, Defense Cooperation",N
0,00,97-519300,"Overseas Military Facility, Investment and Recovery",N
0,00,97-519530,Proceeds from the Transfer or Disposition of Commissary Facilities,N
0,00,97-539410,Cash Equalization Proceeds from Acquisition of Facilities,N
0,00,97-544110,Contributions for Burdensharing and Other Cooperative Activities (Kuwait),N
0,00,97-544130,Contributions for Burdensharing and Other Cooperative Activities (Japan),N
0,00,97-544140,Contributions for Burdensharing and Other Cooperative Activities (So. Korea),N
0,00,97-544160,"Burdensharing Contribution, Defense, United Kingdom",N
0,00,97-575310,"Contributions from Applicants, Renewable Energy Impact Assessments and Mitigation, Defense",N
0,00,97-992230,"Other Proprietary Receipts, Miscellaneous Special Funds",N
0,00,97-992310,Disposal of Department of Defense Real Property,N
0,00,97-992410,Lease of Department of Defense Real Property,N
0,00,17-997120,"Interest, Other DOD Trust Funds",N
0,00,17-997130,"Profits from Sale of Ships' Shores, Other DOD Trust Funds",N
0,00,21-997110,"Deposits, Other DOD Trust Funds",N
0,00,97-809610,Dependent's Education Gift Fund,N
0,00,97-816310,"Contributions, Department of Defense General Gift Fund Deposits, Department",N
0,00,97-816320,"Interest on Investments, Department of Defense General Gift Fund Deposits",N
0,00,97-816510,Foreign National Employees Separation Pay Trust Fund,N
0,00,97-816820,"Earnings on Investments, National Security Education Trust Fund",N
0,00,97-833510,Payment to Voluntary Separation Incentive Fund,N
0,00,97-833520,Earnings on Investments,N
0,00,97-833700,"Contributions, Host National Support for U.S. Relocation Activities",N
0,00,97-833720,"Earnings on Investments, Host National Support for U.S. Relocation Activities",N
0,00,97-835810,"Contributions from Japan, Support for U.S. Relocation to Guam Activities",N
0,00,97-835820,"Earnings on Investments, Support for U.S. Relocation to Guam Activities",N
0,00,97-872010,"Gifts and Donations, National Defense University Gift Fund",N
0,05,21-2010,"Military Personnel, Army",N
0,05,21-1004,"Medicare-Eligible Retiree Health Fund Contribution, Army",N
0,05,17-1453,"Military Personnel, Navy",N
0,05,17-1000,"Medicare-Eligible Retiree Health Fund Contribution, Navy",N
0,05,17-1105,"Military Personnel, Marine Corps",N
0,05,17-1001,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",N
0,05,57-3500,"Military Personnel, Air Force",N
0,05,57-1007,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",N
0,05,21-2070,"Reserve Personnel, Army",N
0,05,21-1005,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",N
0,05,17-1405,"Reserve Personnel, Navy",N
0,05,17-1002,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy",N
0,05,17-1108,"Reserve Personnel, Marine Corps",N
0,05,17-1003,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps",N
0,05,57-3700,"Reserve Personnel, Air Force",N
0,05,57-1008,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force",N
0,05,21-2060,"National Guard Personnel, Army",N
0,05,21-1006,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",N
0,05,57-3850,"National Guard Personnel, Air Force",N
0,05,57-1009,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",N
0,05,97-9010,Effect of extra military personnel payday,N
0,05,97-0041,Concurrent Receipt Accrual Payments to the Military Retirement Fund,N
0,10,21-2020,"Operation and Maintenance, Army",N
0,10,17-1804,"Operation and Maintenance, Navy",N
0,10,17-1106,"Operation and Maintenance, Marine Corps",N
0,10,57-3400,"Operation and Maintenance, Air Force",N
0,10,97-0100,"Operation and Maintenance, Defense-wide",N
0,10,97-0107,Office of the Inspector General,N
0,10,21-2080,"Operation and Maintenance, Army Reserve",N
0,10,17-1806,"Operation and Maintenance, Navy Reserve",N
0,10,17-1107,"Operation and Maintenance, Marine Corps Reserve",N
0,10,57-3740,"Operation and Maintenance, Air Force Reserve",N
0,10,21-2065,"Operation and Maintenance, Army National Guard",N
0,10,57-3840,"Operation and Maintenance, Air National Guard",N
0,10,97-0839,Quality of Life Enhancements,N
0,10,97-0118,Overseas Contingency Operations Transfer Fund,N
0,10,97-0840,OPLAN 34A-35 P.O.W. Payments,N
0,10,97-0104,United States Court of Appeals for the Armed Forces,N
0,10,97-0105,Drug Interdiction and Counter-Drug Activities,N
0,10,97-0838,Support for International Sporting Competitions,N
0,10,97-0801,Foreign Currency Fluctuations,N
0,10,97-0130,Defense Health Program,N
0,10,97-0810,The Department of Defense Environmental Restoration Accounts,N
0,10,97-0811,"Environmental Restoration, Formerly Used Defense Sites",N
0,10,97-0819,"Overseas Humanitarian, Disaster, and Civic Aid",N
0,10,97-0828,Defense Reinvestment for Economic Growth,N
0,10,97-0134,Cooperative Threat Reduction Account,N
0,10,97-0462,Military Intelligence Program Transfer Fund,N
0,10,17-1236,"Payment to Kaho'olawe Island Conveyance, Remediation, and Environmental Restoration Fund",N
0,10,97-0141,Iraq Freedom Fund,N
0,10,21-2091,Afghanistan Security Forces Fund,N
0,10,21-2092,Iraq Security Forces Fund,N
0,10,97-0111,Department of Defense Acquisition Workforce Development Fund,N
0,10,97-0142,Natural Resources Risk Remediation Fund,N
0,10,97-0833,Emergency Response Fund,N
0,10,97-0143,Strategic Reserve Readiness Fund,N
0,10,97-4965,Emergency Response,N
0,10,97-9927,Allied Contributions and Cooperation Account,N
0,10,97-9922,Miscellaneous Special Funds,N
0,10,17-5185,"Kaho' Olawe Island Conveyance, Remediation, and Environmental Restoration Fund",N
0,10,97-5188,Disposal of Department of Defense Real Property,N
0,10,97-5189,Lease of Department of Defense Real Property,N
0,10,97-5193,Overseas Military Facility Investment Recovery,N
0,10,97-5750,Department of Defense Vietnam War Commemoration Fund,N
0,10,21-5752,Department of Defense Korean War Commemoration Fund,N
0,12,21-2090,Operating Expenses of the Coalition Provisional Authority,N
0,12,21-2089,"Iraq Relief and Reconstruction Fund, Army",N
0,15,21-2031,"Aircraft Procurement, Army",N
0,15,21-2032,"Missile Procurement, Army",N
0,15,21-2033,"Procurement of Weapons and Tracked Combat Vehicles, Army",N
0,15,21-2034,"Procurement of Ammunition, Army",N
0,15,21-2035,"Other Procurement, Army",N
0,15,21-2093,Joint Improvised Explosive Device Defeat Fund,N
0,15,17-1506,"Aircraft Procurement, Navy",N
0,15,17-1507,"Weapons Procurement, Navy",N
0,15,17-1508,"Procurement of Ammunition, Navy and Marine Corps",N
0,15,17-1611,"Shipbuilding and Conversion, Navy",N
0,15,17-1810,"Other Procurement, Navy",N
0,15,17-0380,Coastal Defense Augmentation,N
0,15,17-1109,"Procurement, Marine Corps",N
0,15,57-3010,"Aircraft Procurement, Air Force",N
0,15,57-3020,"Missile Procurement, Air Force",N
0,15,57-3011,"Procurement of Ammunition, Air Force",N
0,15,57-3080,"Other Procurement, Air Force",N
0,15,97-0300,"Procurement, Defense-wide",N
0,15,97-0350,National Guard and Reserve Equipment,N
0,15,97-0360,Defense Production Act Purchases,N
0,15,97-0390,"Chemical Agents and Munitions Destruction, Defense",N
0,15,97-0303,Joint Urgent Operational Needs Fund,N
0,15,97-0144,Mine Resistant Ambush Protected Vehicle Fund,N
0,15,21-4275,Arms Initiative Guaranteed Loan Financing Account,N
0,20,21-2040,"Research, Development, Test and Evaluation, Army",N
0,20,17-1319,"Research, Development, Test and Evaluation, Navy",N
0,20,57-3600,"Research, Development, Test and Evaluation, Air Force",N
0,20,57-3024,"Tanker Replacement Transfer Fund, Air Force",N
0,20,97-0400,"Research, Development, Test and Evaluation, Defense-wide",N
0,20,97-0450,Developmental Test and Evaluation,N
0,20,97-0460,"Operational Test and Evaluation, Defense",N
0,20,97-5753,"Contributions for Renewable Energy Impact Assessments and Mitigation, Defense",N
0,20,97-0113,NNSA Program Support,N
0,25,21-2050,"Military Construction, Army",N
0,25,17-1205,"Military Construction, Navy and Marine Corps",N
0,25,57-3300,"Military Construction, Air Force",N
0,25,97-0500,"Military Construction, Defense-wide",N
0,25,97-0804,North Atlantic Treaty Organization Security Investment Program,N
0,25,21-2085,"Military Construction, Army National Guard",N
0,25,57-3830,"Military Construction, Air National Guard",N
0,25,21-2086,"Military Construction, Army Reserve",N
0,25,17-1235,"Military Construction, Navy Reserve",N
0,25,57-3730,"Military Construction, Air Force Reserve",N
0,25,97-0391,"Chemical Demilitarization Construction, Defense-wide",N
0,25,97-0510,Department of Defense Base Closure Account 1990,N
0,25,97-0512,Department of Defense Base Closure Account 2005,N
0,25,97-0803,"Foreign Currency Fluctuations, Construction",N
0,30,21-0720,"Family Housing Construction, Army",N
0,30,21-0725,"Family Housing Operation and Maintenance, Army",N
0,30,17-0730,"Family Housing Construction, Navy and Marine Corps",N
0,30,17-0735,"Family Housing Operation and Maintenance, Navy and Marine Corps",N
0,30,57-0740,"Family Housing Construction, Air Force",N
0,30,57-0745,"Family Housing Operation and Maintenance, Air Force",N
0,30,97-0760,"Family Housing Construction, Defense-Wide",N
0,30,97-0765,"Family Housing Operation and Maintenance, Defense-Wide",N
0,30,97-4090,Homeowners Assistance Fund,N
0,30,97-0834,Department of Defense Family Housing Improvement Fund,N
0,30,97-4166,Family Housing Improvement Direct Loan Financing Account,N
0,30,97-4167,Family Housing Improvement Guaranteed Loan Financing Account,N
0,40,97-4555,National Defense Stockpile Transaction Fund,N
0,40,97-4282,Defense Coalition Support Fund,N
0,40,97-4179,Reserve Mobilization Income Insurance Fund,N
0,40,97-4950,Pentagon Reservation Maintenance Revolving Fund,N
0,40,17-4557,National Defense Sealift Fund,N
0,40,,Defense Working Capital Funds,N
0,40,97-493001,"Working Capital Fund, Army",N
0,40,97-493002,"Working Capital Fund, Navy",N
0,40,97-493003,"Working Capital Fund, Air Force",N
0,40,97-493005,"Working Capital Fund, Defense-Wide",N
0,40,97-493004,"Working Capital Fund, Defense Commissary Agency",N
0,40,97-4931,Buildings Maintenance Fund,N
0,40,17-3980,Navy Management Fund,N
0,40,21-4528,Army Conventional Ammunition Working Capital Fund,N
0,45,97-9912,Other Legislation,N
0,45,97-9918,General Transfer Authority Outlay Allowance,N
0,45,97-3999,Department of Defense Closed Accounts,N
0,45,99-9050,Discretionary Out-year Profile,N
0,45,97-9935,DOD Adjustment for 2007 Administration Proposed Policy,N
0,55,97-0766,"General Fund Payment, Surcharge Collections, Sales of Commissary Stores, Defense",N
0,55,97-8335,Voluntary Separation Incentive Fund,N
0,55,97-8337,Host Nation Support Fund for Relocation,N
0,55,97-8720,National Defense University Gift Fund,N
0,55,21-9971,Other DOD Trust Funds,N
0,55,97-8168,National Security Education Trust Fund,N
0,55,97-8165,Foreign National Employees Separation Pay,N
0,55,97-8164,"Surcharge Collections, Sales of Commissary Stores, Defense",N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,ADMINISTRATIVE PROVISIONS,N
0,SP,,TITLE VIII—GENERAL PROVISIONS,N
0,05,21-2010,"Military Personnel, Army",N
0,05,21-1004,"Medicare-Eligible Retiree Health Fund Contribution, Army",N
0,05,17-1453,"Military Personnel, Navy",N
0,05,17-1105,"Military Personnel, Marine Corps",N
0,05,17-1001,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",N
0,05,57-3500,"Military Personnel, Air Force",N
0,05,21-2070,"Reserve Personnel, Army",N
0,05,17-1405,"Reserve Personnel, Navy",N
0,05,17-1108,"Reserve Personnel, Marine Corps",N
0,05,57-3700,"Reserve Personnel, Air Force",N
0,05,21-2060,"National Guard Personnel, Army",N
0,05,57-3850,"National Guard Personnel, Air Force",N
0,10,21-2020,"Operation and Maintenance, Army",N
0,10,17-1804,"Operation and Maintenance, Navy",N
0,10,17-1106,"Operation and Maintenance, Marine Corps",N
0,10,57-3400,"Operation and Maintenance, Air Force",N
0,10,97-0100,"Operation and Maintenance, Defense-wide",N
0,10,97-0107,Office of the Inspector General,N
0,10,21-2080,"Operation and Maintenance, Army Reserve",N
0,10,17-1806,"Operation and Maintenance, Navy Reserve",N
0,10,17-1107,"Operation and Maintenance, Marine Corps Reserve",N
0,10,57-3740,"Operation and Maintenance, Air Force Reserve",N
0,10,21-2065,"Operation and Maintenance, Army National Guard",N
0,10,57-3840,"Operation and Maintenance, Air National Guard",N
0,10,97-0105,Drug Interdiction and Counter-Drug Activities,N
0,10,97-0130,Defense Health Program,N
0,10,21-2091,Afghanistan Security Forces Fund,N
0,10,21-2092,Iraq Security Forces Fund,N
0,15,21-2031,"Aircraft Procurement, Army",N
0,15,21-2032,"Missile Procurement, Army",N
0,15,21-2033,"Procurement of Weapons and Tracked Combat Vehicles, Army",N
0,15,21-2034,"Procurement of Ammunition, Army",N
0,15,21-2035,"Other Procurement, Army",N
0,15,21-2093,Joint Improvised Explosive Device Defeat Fund,N
0,15,17-1506,"Aircraft Procurement, Navy",N
0,15,17-1507,"Weapons Procurement, Navy",N
