schedule_seq,account_seq,bureau_code,treasury-id,schedule-code,schedule-treasury-id,schedule-name,col3_head,col4_head,col5_head
253,0,35,12-3700,VAGR09123700,12-3700-0-1-554,Object Classification,2011 actual,2012 est.,2013 est.
254,0,35,12-3700,VAGR10123700,12-3700-0-1-554,Employment Summary,2011 actual,2012 est.,2013 est.
255,0,35,12-8137,VAGR00128137,12-8137-0-7-352,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
256,0,35,12-8137,VAGR01128137,12-8137-0-7-352,Program and Financing,2011 actual,2012 est.,2013 est.
257,0,35,12-8137,VAGR09128137,12-8137-0-7-352,Object Classification,2011 actual,2012 est.,2013 est.
258,0,35,12-8137,VAGR10128137,12-8137-0-7-352,Employment Summary,2011 actual,2012 est.,2013 est.
259,0,37,12-2400,VAGR00122400,12-2400-0-1-352,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
260,0,37,12-2400,VAGR01122400,12-2400-0-1-352,Program and Financing,2011 actual,2012 est.,2013 est.
261,0,37,12-2400,VAGR09122400,12-2400-0-1-352,Object Classification,2011 actual,2012 est.,2013 est.
262,0,37,12-2400,VAGR10122400,12-2400-0-1-352,Employment Summary,2011 actual,2012 est.,2013 est.
263,0,37,12-4050,VAGR01124050,12-4050-0-3-352,Program and Financing,2011 actual,2012 est.,2013 est.
264,0,37,12-4050,VAGR09124050,12-4050-0-3-352,Object Classification,2011 actual,2012 est.,2013 est.
265,0,37,12-4050,VAGR10124050,12-4050-0-3-352,Employment Summary,2011 actual,2012 est.,2013 est.
266,0,45,12-2500,VAGR01122500,12-2500-0-1-352,Program and Financing,2011 actual,2012 est.,2013 est.
267,0,45,12-2500,VAGR09122500,12-2500-0-1-352,Object Classification,2011 actual,2012 est.,2013 est.
268,0,45,12-2500,VAGR10122500,12-2500-0-1-352,Employment Summary,2011 actual,2012 est.,2013 est.
269,0,45,12-2501,VAGR01122501,12-2501-0-1-352,Program and Financing,2011 actual,2012 est.,2013 est.
270,0,45,12-2501,VAGR10122501,12-2501-0-1-352,Employment Summary,2011 actual,2012 est.,2013 est.
271,0,45,12-5070,VAGR00125070,12-5070-0-2-352,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
272,0,45,12-5070,VAGR01125070,12-5070-0-2-352,Program and Financing,2011 actual,2012 est.,2013 est.
273,0,45,12-5070,VAGR09125070,12-5070-0-2-352,Object Classification,2011 actual,2012 est.,2013 est.
274,0,45,12-5070,VAGR10125070,12-5070-0-2-352,Employment Summary,2011 actual,2012 est.,2013 est.
275,0,45,12-5209,VAGR00125209,12-5209-0-2-605,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
276,0,45,12-5209,VAGR01125209,12-5209-0-2-605,Program and Financing,2011 actual,2012 est.,2013 est.
277,0,45,12-5209,VAGR09125209,12-5209-0-2-605,Object Classification,2011 actual,2012 est.,2013 est.
278,0,45,12-5209,VAGR10125209,12-5209-0-2-605,Employment Summary,2011 actual,2012 est.,2013 est.
279,0,45,12-8015,VAGR00128015,12-8015-0-7-352,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
280,0,45,12-8015,VAGR01128015,12-8015-0-7-352,Program and Financing,2011 actual,2012 est.,2013 est.
281,0,45,12-8015,VAGR09128015,12-8015-0-7-352,Object Classification,2011 actual,2012 est.,2013 est.
282,0,45,12-8015,VAGR10128015,12-8015-0-7-352,Employment Summary,2011 actual,2012 est.,2013 est.
283,0,45,12-8412,VAGR01128412,12-8412-0-8-351,Program and Financing,2011 actual,2012 est.,2013 est.
284,0,45,12-8412,VAGR09128412,12-8412-0-8-351,Object Classification,2011 actual,2012 est.,2013 est.
285,0,45,12-8412,VAGR10128412,12-8412-0-8-351,Employment Summary,2011 actual,2012 est.,2013 est.
286,0,47,12-2707,VAGR01122707,12-2707-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
287,0,47,12-2707,VAGR09122707,12-2707-0-1-351,Object Classification,2011 actual,2012 est.,2013 est.
288,0,47,12-2707,VAGR10122707,12-2707-0-1-351,Employment Summary,2011 actual,2012 est.,2013 est.
289,0,47,12-4085,VAGR01124085,12-4085-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
290,0,47,12-4085,VAGR02124085,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
291,0,47,12-4085,VAGR07124085,12-4085-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
292,0,47,12-4085,VAGR09124085,12-4085-0-3-351,Object Classification,2011 actual,2012 est.,2013 est.
293,0,47,12-4085,VAGR01124085,12-4085-4-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
294,0,49,12-0600,VAGR01120600,12-0600-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
295,0,49,12-0600,VAGR09120600,12-0600-0-1-351,Object Classification,2011 actual,2012 est.,2013 est.
296,0,49,12-0600,VAGR10120600,12-0600-0-1-351,Employment Summary,2011 actual,2012 est.,2013 est.
297,0,49,12-0170,VAGR01120170,12-0170-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
298,0,49,12-1144,VAGR01121144,12-1144-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
299,0,49,12-2701,VAGR01122701,12-2701-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
300,0,49,12-3317,VAGR01123317,12-3317-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
301,0,49,12-3305,VAGR01123305,12-3305-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
302,0,49,12-3316,VAGR01123316,12-3316-0-1-453,Program and Financing,2011 actual,2012 est.,2013 est.
303,0,49,12-0171,VAGR01120171,12-0171-0-1-453,Program and Financing,2011 actual,2012 est.,2013 est.
304,0,49,12-3304,VAGR01123304,12-3304-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
305,0,49,12-1140,VAGR01121140,12-1140-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
306,0,49,12-1140,VAGR03121140,12-1140-0-1-351,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
307,0,49,12-1140,VAGR09121140,12-1140-0-1-351,Object Classification,2011 actual,2012 est.,2013 est.
308,0,49,12-4212,VAGR01124212,12-4212-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
309,0,49,12-4212,VAGR04124212,12-4212-0-3-351,Status of Direct Loans,2011 actual,2012 est.,2013 est.
310,0,49,12-4212,VAGR07124212,12-4212-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
311,0,49,12-4213,VAGR01124213,12-4213-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
312,0,49,12-4213,VAGR05124213,12-4213-0-3-351,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
313,0,49,12-4213,VAGR07124213,12-4213-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
314,0,49,12-4140,VAGR01124140,12-4140-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
315,0,49,12-4140,VAGR04124140,12-4140-0-3-351,Status of Direct Loans,2011 actual,2012 est.,2013 est.
316,0,49,12-4140,VAGR05124140,12-4140-0-3-351,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
317,0,49,12-4140,VAGR07124140,12-4140-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
318,0,49,12-4336,VAGR01124336,12-4336-0-3-999,Program and Financing,2011 actual,2012 est.,2013 est.
319,0,49,12-4336,VAGR02124336,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
320,0,49,12-4336,VAGR04124336,12-4336-0-3-999,Status of Direct Loans,2011 actual,2012 est.,2013 est.
321,0,49,12-4336,VAGR07124336,12-4336-0-3-999,Balance Sheet,2010 actual,2011 actual,NA
322,0,49,12-4336,VAGR09124336,12-4336-0-3-999,Object Classification,2011 actual,2012 est.,2013 est.
323,0,49,12-4336,VAGR01124336,12-4336-4-3-999,Program and Financing,2011 actual,2012 est.,2013 est.
324,0,49,12-1336,VAGR01121336,12-1336-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
325,0,49,12-1336,VAGR03121336,12-1336-0-1-351,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
326,0,49,12-1336,VAGR09121336,12-1336-0-1-351,Object Classification,2011 actual,2012 est.,2013 est.
327,0,49,12-4337,VAGR01124337,12-4337-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
328,0,49,12-4337,VAGR05124337,12-4337-0-3-351,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
329,0,49,12-4337,VAGR07124337,12-4337-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
330,0,49,12-4338,VAGR01124338,12-4338-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
331,0,49,12-4338,VAGR05124338,12-4338-0-3-351,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
332,0,49,12-4338,VAGR07124338,12-4338-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
333,0,49,12-3301,VAGR01123301,12-3301-0-1-351,Program and Financing,2011 actual,2012 est.,2013 est.
334,0,49,12-3301,VAGR03123301,12-3301-0-1-351,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
335,0,49,12-4158,VAGR01124158,12-4158-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
336,0,49,12-4158,VAGR04124158,12-4158-0-3-351,Status of Direct Loans,2011 actual,2012 est.,2013 est.
337,0,49,12-4158,VAGR07124158,12-4158-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
338,0,49,12-3303,VAGR03123303,12-3303-0-1-351,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
339,0,49,12-4221,VAGR01124221,12-4221-0-3-351,Program and Financing,2011 actual,2012 est.,2013 est.
340,0,49,12-4221,VAGR04124221,12-4221-0-3-351,Status of Direct Loans,2011 actual,2012 est.,2013 est.
341,0,49,12-4221,VAGR07124221,12-4221-0-3-351,Balance Sheet,2010 actual,2011 actual,NA
342,0,49,12-5531,VAGR00125531,12-5531-0-2-351,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
343,0,49,12-5531,VAGR01125531,12-5531-0-2-351,Program and Financing,2011 actual,2012 est.,2013 est.
344,0,49,12-8161,VAGR00128161,12-8161-0-7-351,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
345,0,49,12-8161,VAGR01128161,12-8161-0-7-351,Program and Financing,2011 actual,2012 est.,2013 est.
346,0,53,12-1000,VAGR00121000,12-1000-0-1-302,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
347,0,53,12-1000,VAGR01121000,12-1000-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
348,0,53,12-1000,VAGR09121000,12-1000-0-1-302,Object Classification,2011 actual,2012 est.,2013 est.
349,0,53,12-1000,VAGR10121000,12-1000-0-1-302,Employment Summary,2011 actual,2012 est.,2013 est.
350,0,53,12-1004,VAGR01121004,12-1004-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
351,0,53,12-1004,VAGR02121004,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
352,0,53,12-1004,VAGR09121004,12-1004-0-1-302,Object Classification,2011 actual,2012 est.,2013 est.
353,0,53,12-1004,VAGR10121004,12-1004-0-1-302,Employment Summary,2011 actual,2012 est.,2013 est.
354,0,53,12-1004,VAGR01121004,12-1004-4-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
355,0,53,12-1072,VAGR01121072,12-1072-0-1-301,Program and Financing,2011 actual,2012 est.,2013 est.
356,0,53,12-1072,VAGR09121072,12-1072-0-1-301,Object Classification,2011 actual,2012 est.,2013 est.
357,0,53,12-1072,VAGR10121072,12-1072-0-1-301,Employment Summary,2011 actual,2012 est.,2013 est.
358,0,53,12-1002,VAGR01121002,12-1002-0-1-301,Program and Financing,2011 actual,2012 est.,2013 est.
359,0,53,12-1002,VAGR09121002,12-1002-0-1-301,Object Classification,2011 actual,2012 est.,2013 est.
360,0,53,12-1002,VAGR10121002,12-1002-0-1-301,Employment Summary,2011 actual,2012 est.,2013 est.
361,0,53,12-1010,VAGR01121010,12-1010-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
362,0,53,12-1010,VAGR09121010,12-1010-0-1-302,Object Classification,2011 actual,2012 est.,2013 est.
363,0,53,12-1010,VAGR10121010,12-1010-0-1-302,Employment Summary,2011 actual,2012 est.,2013 est.
364,0,53,12-1090,VAGR01121090,12-1090-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
365,0,53,12-2268,VAGR01122268,12-2268-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
366,0,53,12-3336,VAGR01123336,12-3336-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
367,0,53,12-3320,VAGR01123320,12-3320-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
368,0,53,12-3320,VAGR09123320,12-3320-0-1-302,Object Classification,2011 actual,2012 est.,2013 est.
369,0,53,12-3320,VAGR10123320,12-3320-0-1-302,Employment Summary,2011 actual,2012 est.,2013 est.
370,0,53,12-1080,VAGR01121080,12-1080-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
371,0,53,12-3322,VAGR01123322,12-3322-0-1-302,Program and Financing,2011 actual,2012 est.,2013 est.
372,0,53,12-8210,VAGR00128210,12-8210-0-7-302,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
373,0,53,12-8210,VAGR01128210,12-8210-0-7-302,Program and Financing,2011 actual,2012 est.,2013 est.
374,0,55,12-0403,VAGR01120403,12-0403-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
375,0,55,12-0403,VAGR09120403,12-0403-0-1-452,Object Classification,2011 actual,2012 est.,2013 est.
376,0,55,12-0403,VAGR10120403,12-0403-0-1-452,Employment Summary,2011 actual,2012 est.,2013 est.
377,0,55,12-0400,VAGR01120400,12-0400-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
378,0,63,12-1953,VAGR01121953,12-1953-0-1-604,Program and Financing,2011 actual,2012 est.,2013 est.
379,0,63,12-1954,VAGR01121954,12-1954-0-1-604,Program and Financing,2011 actual,2012 est.,2013 est.
380,0,63,12-1954,VAGR03121954,12-1954-0-1-604,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
381,0,63,12-0137,VAGR01120137,12-0137-0-1-604,Program and Financing,2011 actual,2012 est.,2013 est.
382,0,63,12-2002,VAGR01122002,12-2002-0-1-604,Program and Financing,2011 actual,2012 est.,2013 est.
383,0,63,12-2002,VAGR03122002,12-2002-0-1-604,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
384,0,63,12-4269,VAGR01124269,12-4269-0-3-604,Program and Financing,2011 actual,2012 est.,2013 est.
385,0,63,12-4269,VAGR04124269,12-4269-0-3-604,Status of Direct Loans,2011 actual,2012 est.,2013 est.
386,0,63,12-4269,VAGR07124269,12-4269-0-3-604,Balance Sheet,2010 actual,2011 actual,NA
387,0,63,12-2006,VAGR01122006,12-2006-0-1-604,Program and Financing,2011 actual,2012 est.,2013 est.
388,0,63,12-1951,VAGR01121951,12-1951-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
389,0,63,12-1951,VAGR03121951,12-1951-0-1-452,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
390,0,63,12-4225,VAGR01124225,12-4225-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
391,0,63,12-4225,VAGR04124225,12-4225-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
392,0,63,12-4225,VAGR07124225,12-4225-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
393,0,63,12-4228,VAGR01124228,12-4228-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
394,0,63,12-4228,VAGR05124228,12-4228-0-3-452,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
395,0,63,12-4228,VAGR07124228,12-4228-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
396,0,63,12-2081,VAGR01122081,12-2081-0-1-371,Program and Financing,2011 actual,2012 est.,2013 est.
397,0,63,12-2081,VAGR03122081,12-2081-0-1-371,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
398,0,63,12-2081,VAGR09122081,12-2081-0-1-371,Object Classification,2011 actual,2012 est.,2013 est.
399,0,63,12-4215,VAGR01124215,12-4215-0-3-371,Program and Financing,2011 actual,2012 est.,2013 est.
400,0,63,12-4215,VAGR04124215,12-4215-0-3-371,Status of Direct Loans,2011 actual,2012 est.,2013 est.
401,0,63,12-4215,VAGR07124215,12-4215-0-3-371,Balance Sheet,2010 actual,2011 actual,NA
402,0,63,12-4216,VAGR01124216,12-4216-0-3-371,Program and Financing,2011 actual,2012 est.,2013 est.
403,0,63,12-4216,VAGR05124216,12-4216-0-3-371,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
404,0,63,12-4216,VAGR07124216,12-4216-0-3-371,Balance Sheet,2010 actual,2011 actual,NA
405,0,63,12-4141,VAGR01124141,12-4141-0-3-371,Program and Financing,2011 actual,2012 est.,2013 est.
406,0,63,12-4141,VAGR04124141,12-4141-0-3-371,Status of Direct Loans,2011 actual,2012 est.,2013 est.
407,0,63,12-4141,VAGR05124141,12-4141-0-3-371,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
408,0,63,12-4141,VAGR07124141,12-4141-0-3-371,Balance Sheet,2010 actual,2011 actual,NA
409,0,65,12-2073,VAGR01122073,12-2073-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
410,0,65,12-1900,VAGR01121900,12-1900-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
411,0,65,12-3105,VAGR01123105,12-3105-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
412,0,65,12-1955,VAGR01121955,12-1955-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
413,0,65,12-1955,VAGR03121955,12-1955-0-1-452,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
414,0,65,12-4354,VAGR01124354,12-4354-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
415,0,65,12-4354,VAGR04124354,12-4354-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
416,0,65,12-4354,VAGR07124354,12-4354-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
417,0,65,12-1902,VAGR01121902,12-1902-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
418,0,65,12-1902,VAGR03121902,12-1902-0-1-452,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
419,0,65,12-4223,VAGR01124223,12-4223-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
420,0,65,12-4223,VAGR04124223,12-4223-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
421,0,65,12-4223,VAGR07124223,12-4223-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
422,0,65,12-4227,VAGR01124227,12-4227-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
423,0,65,12-4227,VAGR05124227,12-4227-0-3-452,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
424,0,65,12-4227,VAGR07124227,12-4227-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
425,0,65,12-2069,VAGR01122069,12-2069-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
426,0,65,12-2069,VAGR03122069,12-2069-0-1-452,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
427,0,65,12-2069,VAGR09122069,12-2069-0-1-452,Object Classification,2011 actual,2012 est.,2013 est.
428,0,65,12-4219,VAGR01124219,12-4219-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
429,0,65,12-4219,VAGR04124219,12-4219-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
430,0,65,12-4219,VAGR07124219,12-4219-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
431,0,65,12-4233,VAGR01124233,12-4233-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
432,0,65,12-4233,VAGR04124233,12-4233-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
433,0,65,12-4233,VAGR07124233,12-4233-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
434,0,65,12-3108,VAGR01123108,12-3108-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
435,0,65,12-3108,VAGR03123108,12-3108-0-1-452,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
436,0,65,12-4176,VAGR01124176,12-4176-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
437,0,65,12-4176,VAGR04124176,12-4176-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
438,0,65,12-4176,VAGR07124176,12-4176-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
439,0,65,12-1907,VAGR01121907,12-1907-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
440,0,65,12-4033,VAGR01124033,12-4033-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
441,0,65,12-4033,VAGR05124033,12-4033-0-3-452,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
442,0,65,12-4033,VAGR07124033,12-4033-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
443,0,65,12-1908,VAGR01121908,12-1908-0-1-451,Program and Financing,2011 actual,2012 est.,2013 est.
